ImageId,Label
420,4
421,0
422,4
423,0
424,9
425,8
426,4
427,1
428,6
429,6
430,4
431,4
432,9
433,4
434,3
435,1
436,2
437,5
438,8
439,3
440,8
441,2
442,7
443,1
444,2
445,0
446,9
447,8
448,7
449,4
450,8
451,1
452,6
453,3
454,0
455,5
456,8
457,4
458,9
459,9
460,9
461,5
462,8
463,4
464,6
465,4
466,4
467,7
468,1
469,8
470,2
471,8
472,5
473,9
474,6
475,0
476,7
477,0
478,6
479,7
480,4
481,8
482,4
483,3
484,7
485,3
486,1
487,4
488,9
489,7
490,0
491,8
492,2
493,4
494,8
495,8
496,1
497,7
498,1
499,9
500,3
501,8
502,1
503,2
504,2
505,9
506,3
507,4
508,6
509,4
510,4
511,2
512,5
513,7
514,1
515,2
516,0
517,6
518,4
519,9
520,4
521,5
522,4
523,4
524,8
525,4
526,4
527,5
528,9
529,4
530,7
531,1
532,9
533,8
534,9
535,9
536,2
537,4
538,4
539,2
540,1
541,6
542,4
543,4
544,3
545,2
546,7
547,3
548,9
549,9
550,7
551,7
552,1
553,7
554,2
555,2
556,8
557,4
558,4
559,4
560,8
561,8
562,3
563,9
564,3
565,2
566,7
567,8
568,4
569,4
570,4
571,6
572,7
573,9
574,4
575,5
576,8
577,5
578,4
579,1
580,1
581,2
582,7
583,4
584,4
585,5
586,0
587,4
588,2
589,3
590,4
591,3
592,2
593,0
594,4
595,9
596,2
597,9
598,7
599,6
600,1
601,1
602,3
603,7
604,9
605,9
606,8
607,5
608,3
609,0
610,4
611,7
612,9
613,4
614,2
615,4
616,8
617,0
618,1
619,8
620,9
621,1
622,7
623,8
624,7
625,9
626,3
627,1
628,8
629,3
630,9
631,4
632,7
633,9
634,3
635,7
636,9
637,8
638,1
639,3
640,8
641,4
642,9
643,2
644,2
645,2
646,5
647,6
648,0
649,5
650,1
651,1
652,9
653,9
654,3
655,9
656,9
657,4
658,4
659,4
660,3
661,9
662,4
663,1
664,1
665,8
666,7
667,7
668,9
669,8
670,8
671,4
672,9
673,8
674,1
675,2
676,4
677,4
678,7
679,3
680,7
681,4
682,7
683,7
684,1
685,3
686,8
687,3
688,0
689,3
690,8
691,4
692,0
693,1
694,8
695,0
696,7
697,4
698,9
699,1
700,9
701,1
702,1
703,3
704,4
705,9
706,8
707,4
708,7
709,8
710,9
711,0
712,1
713,3
714,5
715,9
716,4
717,3
718,9
719,9
720,1
721,6
722,9
723,0
724,1
725,7
726,0
727,0
728,5
729,1
730,9
731,8
732,7
733,3
734,9
735,1
736,0
737,3
738,8
739,9
740,4
741,9
742,3
743,9
744,3
745,8
746,8
747,0
748,2
749,8
750,9
751,7
752,9
753,0
754,5
755,9
756,4
757,2
758,7
759,7
760,3
761,1
762,9
763,8
764,3
765,4
766,8
767,9
768,1
769,8
770,8
771,0
772,4
773,7
774,1
775,4
776,3
777,3
778,2
779,1
780,4
781,5
782,0
783,7
784,8
785,8
786,8
787,3
788,0
789,2
790,7
791,8
792,1
793,9
794,3
795,9
796,2
797,4
798,8
799,3
800,1
801,1
802,2
803,1
804,4
805,4
806,9
807,9
808,1
809,1
810,9
811,9
812,4
813,7
814,9
815,5
816,5
817,8
818,6
819,3
820,0
821,1
822,7
823,9
824,6
825,9
826,4
827,4
828,9
829,2
830,9
831,8
832,5
833,9
834,4
835,9
836,4
837,8
838,7
839,6
840,5
841,1
842,7
843,8
844,8
845,8
846,9
847,9
848,0
849,4
850,8
851,9
852,7
853,3
854,0
855,4
856,5
857,0
858,0
859,8
860,8
861,9
862,2
863,2
864,8
865,2
866,4
867,6
868,9
869,4
870,9
871,7
872,5
873,9
874,9
875,2
876,9
877,4
878,7
879,8
880,3
881,6
882,1
883,8
884,3
885,0
886,0
887,0
888,2
889,9
890,7
891,3
892,0
893,1
894,7
895,1
896,9
897,8
898,9
899,4
900,8
901,3
902,6
903,3
904,4
905,5
906,5
907,2
908,6
909,6
910,4
911,9
912,1
913,0
914,6
915,1
916,0
917,3
918,9
919,4
920,7
921,2
922,2
923,2
924,8
925,8
926,3
927,2
928,9
929,2
930,8
931,8
932,3
933,6
934,2
935,8
936,0
937,0
938,2
939,1
940,4
941,1
942,3
943,6
944,5
945,4
946,9
947,0
948,4
949,0
950,2
951,9
952,0
953,9
954,0
955,0
956,2
957,1
958,8
959,5
960,6
961,2
962,6
963,3
964,4
965,6
966,3
967,9
968,4
969,4
970,9
971,0
972,3
973,4
974,7
975,4
976,7
977,1
978,4
979,7
980,4
981,3
982,9
983,1
984,3
985,8
986,8
987,4
988,2
989,6
990,9
991,0
992,9
993,6
994,0
995,2
996,9
997,6
998,9
999,4
1000,5
1001,4
1002,2
1003,4
1004,9
1005,2
1006,4
1007,8
1008,9
1009,1
1010,3
1011,8
1012,2
1013,1
1014,8
1015,4
1016,4
1017,8
1018,7
1019,9
1020,0
1021,8
1022,5
1023,9
1024,4
1025,1
1026,2
1027,8
1028,5
1029,2
1030,7
1031,5
1032,1
1033,8
1034,3
1035,5
1036,4
1037,2
1038,7
1039,4
1040,9
1041,2
1042,4
1043,9
1044,7
1045,5
1046,9
1047,8
1048,0
1049,4
1050,2
1051,4
1052,4
1053,7
1054,4
1055,3
1056,2
1057,6
1058,8
1059,8
1060,8
1061,9
1062,7
1063,8
1064,0
1065,7
1066,6
1067,5
1068,3
1069,3
1070,2
1071,9
1072,6
1073,3
1074,3
1075,9
1076,5
1077,1
1078,3
1079,4
1080,7
1081,7
1082,9
1083,8
1084,1
1085,1
1086,7
1087,7
1088,8
1089,7
1090,5
1091,9
1092,4
1093,1
1094,7
1095,3
1096,5
1097,9
1098,0
1099,4
1100,4
1101,4
1102,0
1103,7
1104,8
1105,1
1106,7
1107,0
1108,0
1109,1
1110,0
1111,9
1112,3
1113,9
1114,6
1115,2
1116,1
1117,8
1118,1
1119,4
1120,7
1121,2
1122,0
1123,6
1124,4
1125,5
1126,9
1127,8
1128,1
1129,2
1130,4
1131,6
1132,0
1133,6
1134,9
1135,1
1136,7
1137,3
1138,3
1139,0
1140,9
1141,4
1142,9
1143,5
1144,1
1145,7
1146,7
1147,0
1148,9
1149,4
1150,8
1151,4
1152,9
1153,6
1154,3
1155,9
1156,3
1157,3
1158,6
1159,8
1160,4
1161,0
1162,0
1163,9
1164,2
1165,9
1166,1
1167,5
1168,7
1169,8
1170,4
1171,6
1172,8
1173,9
1174,9
1175,7
1176,4
1177,1
1178,2
1179,4
1180,7
1181,3
1182,4
1183,0
1184,6
1185,2
1186,7
1187,9
1188,5
1189,2
1190,3
1191,4
1192,3
1193,9
1194,9
1195,0
1196,7
1197,7
1198,1
1199,3
1200,9
1201,5
1202,5
1203,7
1204,4
1205,4
1206,9
1207,0
1208,8
1209,3
1210,3
1211,8
1212,9
1213,0
1214,2
1215,1
1216,8
1217,4
1218,7
1219,8
1220,2
1221,4
1222,8
1223,2
1224,8
1225,9
1226,9
1227,7
1228,5
1229,4
1230,9
1231,4
1232,4
1233,1
1234,7
1235,4
1236,9
1237,1
1238,1
1239,3
1240,8
1241,1
1242,9
1243,7
1244,5
1245,7
1246,8
1247,8
1248,9
1249,6
1250,9
1251,4
1252,1
1253,4
1254,5
1255,8
1256,4
1257,4
1258,9
1259,0
1260,9
1261,4
1262,7
1263,4
1264,5
1265,4
1266,6
1267,5
1268,5
1269,9
1270,9
1271,4
1272,9
1273,0
1274,9
1275,1
1276,8
1277,9
1278,8
1279,3
1280,9
1281,4
1282,0
1283,9
1284,6
1285,4
1286,9
1287,3
1288,4
1289,1
1290,9
1291,9
1292,7
1293,2
1294,7
1295,0
1296,1
1297,3
1298,7
1299,7
1300,1
1301,6
1302,4
1303,4
1304,4
1305,9
1306,9
1307,4
1308,2
1309,9
1310,2
1311,8
1312,8
1313,4
1314,8
1315,3
1316,4
1317,6
1318,2
1319,9
1320,9
1321,7
1322,2
1323,9
1324,4
1325,4
1326,6
1327,3
1328,9
1329,8
1330,9
1331,9
1332,0
1333,6
1334,4
1335,2
1336,9
1337,2
1338,8
1339,4
1340,0
1341,6
1342,4
1343,1
1344,8
1345,4
1346,0
1347,6
1348,9
1349,9
1350,9
1351,9
1352,4
1353,1
1354,0
1355,9
1356,1
1357,8
1358,8
1359,8
1360,7
1361,6
1362,9
1363,3
1364,3
1365,4
1366,0
1367,4
1368,1
1369,7
1370,9
1371,1
1372,8
1373,5
1374,9
1375,9
1376,6
1377,1
1378,7
1379,3
1380,6
1381,8
1382,1
1383,6
1384,8
1385,9
1386,2
1387,6
1388,6
1389,9
1390,7
1391,1
1392,8
1393,6
1394,2
1395,2
1396,7
1397,4
1398,8
1399,3
1400,5
1401,2
1402,6
1403,9
1404,2
1405,4
1406,6
1407,6
1408,1
1409,0
1410,0
1411,5
1412,1
1413,4
1414,1
1415,7
1416,4
1417,3
1418,6
1419,1
1420,8
1421,9
1422,4
1423,4
1424,0
1425,7
1426,0
1427,2
1428,2
1429,4
1430,2
1431,0
1432,1
1433,5
1434,3
1435,4
1436,4
1437,4
1438,7
1439,0
1440,9
1441,2
1442,0
1443,7
1444,4
1445,1
1446,0
1447,6
1448,8
1449,2
1450,1
1451,4
1452,1
1453,0
1454,3
1455,4
1456,4
1457,8
1458,2
1459,0
1460,4
1461,3
1462,9
1463,8
1464,9
1465,4
1466,1
1467,9
1468,3
1469,1
1470,3
1471,1
1472,4
1473,4
1474,9
1475,3
1476,4
1477,5
1478,0
1479,9
1480,9
1481,4
1482,0
1483,4
1484,2
1485,9
1486,0
1487,4
1488,2
1489,2
1490,2
1491,8
1492,2
1493,5
1494,1
1495,3
1496,8
1497,3
1498,8
1499,8
1500,1
1501,0
1502,9
1503,4
1504,5
1505,6
1506,3
1507,3
1508,7
1509,9
1510,9
1511,7
1512,4
1513,5
1514,1
1515,1
1516,4
1517,1
1518,1
1519,8
1520,7
1521,1
1522,1
1523,1
1524,8
1525,8
1526,0
1527,8
1528,0
1529,4
1530,6
1531,2
1532,7
1533,9
1534,4
1535,2
1536,5
1537,4
1538,4
1539,9
1540,9
1541,7
1542,9
1543,4
1544,3
1545,3
1546,1
1547,3
1548,2
1549,9
1550,7
1551,1
1552,4
1553,1
1554,5
1555,4
1556,4
1557,4
1558,7
1559,4
1560,9
1561,1
1562,5
1563,2
1564,4
1565,8
1566,4
1567,9
1568,9
1569,0
1570,7
1571,9
1572,3
1573,2
1574,1
1575,9
1576,0
1577,9
1578,3
1579,8
1580,8
1581,5
1582,4
1583,8
1584,2
1585,1
1586,9
1587,7
1588,8
1589,4
1590,7
1591,9
1592,8
1593,2
1594,5
1595,4
1596,7
1597,0
1598,0
1599,7
1600,4
1601,4
1602,6
1603,8
1604,0
1605,1
1606,2
1607,8
1608,3
1609,3
1610,0
1611,4
1612,8
1613,3
1614,9
1615,8
1616,9
1617,4
1618,7
1619,9
1620,5
1621,0
1622,4
1623,9
1624,6
1625,2
1626,8
1627,4
1628,6
1629,4
1630,8
1631,8
1632,1
1633,9
1634,1
1635,1
1636,4
1637,8
1638,8
1639,3
1640,9
1641,4
1642,5
1643,4
1644,6
1645,7
1646,3
1647,3
1648,6
1649,2
1650,4
1651,2
1652,6
1653,6
1654,1
1655,0
1656,8
1657,1
1658,4
1659,3
1660,0
1661,1
1662,4
1663,2
1664,0
1665,2
1666,9
1667,6
1668,4
1669,4
1670,2
1671,4
1672,3
1673,1
1674,1
1675,9
1676,7
1677,9
1678,2
1679,4
1680,9
1681,3
1682,3
1683,3
1684,3
1685,9
1686,0
1687,1
1688,9
1689,9
1690,0
1691,5
1692,0
1693,7
1694,8
1695,6
1696,4
1697,9
1698,4
1699,4
1700,2
1701,9
1702,1
1703,4
1704,4
1705,3
1706,2
1707,4
1708,6
1709,4
1710,1
1711,9
1712,0
1713,3
1714,8
1715,6
1716,1
1717,3
1718,4
1719,8
1720,9
1721,4
1722,9
1723,6
1724,2
1725,9
1726,9
1727,7
1728,4
1729,8
1730,4
1731,2
1732,0
1733,6
1734,8
1735,8
1736,9
1737,6
1738,8
1739,0
1740,0
1741,7
1742,9
1743,9
1744,9
1745,0
1746,7
1747,3
1748,4
1749,9
1750,4
1751,2
1752,5
1753,3
1754,6
1755,7
1756,7
1757,0
1758,9
1759,9
1760,8
1761,4
1762,9
1763,0
1764,6
1765,3
1766,5
1767,3
1768,8
1769,4
1770,3
1771,9
1772,3
1773,0
1774,3
1775,4
1776,1
1777,1
1778,8
1779,9
1780,6
1781,1
1782,7
1783,4
1784,1
1785,4
1786,6
1787,6
1788,2
1789,4
1790,1
1791,1
1792,4
1793,6
1794,9
1795,4
1796,2
1797,9
1798,3
1799,3
1800,2
1801,3
1802,1
1803,1
1804,7
1805,6
1806,6
1807,4
1808,9
1809,7
1810,1
1811,0
1812,4
1813,9
1814,7
1815,1
1816,0
1817,8
1818,2
1819,1
1820,3
1821,9
1822,3
1823,9
1824,4
1825,8
1826,7
1827,4
1828,2
1829,9
1830,4
1831,9
1832,0
1833,4
1834,0
1835,1
1836,2
1837,3
1838,9
1839,2
1840,9
1841,3
1842,3
1843,0
1844,8
1845,1
1846,1
1847,6
1848,3
1849,8
1850,3
1851,6
1852,5
1853,9
1854,1
1855,0
1856,0
1857,3
1858,0
1859,7
1860,0
1861,9
1862,9
1863,0
1864,9
1865,4
1866,4
1867,1
1868,9
1869,7
1870,2
1871,8
1872,4
1873,1
1874,0
1875,2
1876,9
1877,4
1878,0
1879,3
1880,0
1881,5
1882,8
1883,2
1884,9
1885,9
1886,5
1887,6
1888,2
1889,6
1890,1
1891,3
1892,6
1893,4
1894,9
1895,4
1896,4
1897,8
1898,6
1899,4
1900,9
1901,9
1902,0
1903,5
1904,7
1905,2
1906,5
1907,3
1908,3
1909,9
1910,4
1911,3
1912,4
1913,3
1914,9
1915,6
1916,7
1917,3
1918,7
1919,8
1920,4
1921,4
1922,8
1923,3
1924,2
1925,7
1926,6
1927,9
1928,4
1929,9
1930,3
1931,5
1932,9
1933,4
1934,8
1935,7
1936,9
1937,3
1938,4
1939,0
1940,4
1941,4
1942,7
1943,9
1944,9
1945,8
1946,0
1947,3
1948,5
1949,3
1950,1
1951,8
1952,8
1953,2
1954,9
1955,9
1956,2
1957,7
1958,3
1959,4
1960,8
1961,9
1962,6
1963,9
1964,2
1965,6
1966,3
1967,4
1968,4
1969,2
1970,9
1971,8
1972,0
1973,1
1974,4
1975,4
1976,1
1977,9
1978,8
1979,8
1980,0
1981,3
1982,8
1983,4
1984,7
1985,5
1986,9
1987,9
1988,1
1989,4
1990,3
1991,4
1992,4
1993,1
1994,0
1995,7
1996,4
1997,9
1998,4
1999,5
2000,8
2001,8
2002,5
2003,3
2004,4
2005,9
2006,9
2007,8
2008,7
2009,6
2010,4
2011,2
2012,8
2013,9
2014,0
2015,3
2016,0
2017,6
2018,5
2019,6
2020,5
2021,0
2022,3
2023,1
2024,5
2025,9
2026,3
2027,4
2028,6
2029,9
2030,4
2031,4
2032,9
2033,0
2034,8
2035,3
2036,9
2037,6
2038,0
2039,8
2040,6
2041,9
2042,6
2043,1
2044,3
2045,6
2046,4
2047,8
2048,3
2049,8
2050,4
2051,9
2052,2
2053,8
2054,7
2055,1
2056,9
2057,9
2058,6
2059,5
2060,8
2061,9
2062,4
2063,4
2064,4
2065,8
2066,9
2067,0
2068,3
2069,8
2070,4
2071,1
2072,0
2073,3
2074,2
2075,7
2076,3
2077,4
2078,2
2079,2
2080,9
2081,6
2082,1
2083,3
2084,4
2085,9
2086,0
2087,2
2088,4
2089,0
2090,1
2091,0
2092,9
2093,1
2094,2
2095,4
2096,8
2097,9
2098,9
2099,4
2100,9
2101,3
2102,8
2103,1
2104,3
2105,4
2106,9
2107,3
2108,0
2109,2
2110,7
2111,1
2112,1
2113,7
2114,8
2115,0
2116,4
2117,2
2118,9
2119,8
2120,2
2121,9
2122,6
2123,1
2124,8
2125,4
2126,6
2127,4
2128,1
2129,3
2130,7
2131,0
2132,8
2133,7
2134,4
2135,0
2136,3
2137,8
2138,0
2139,0
2140,6
2141,9
2142,9
2143,2
2144,4
2145,0
2146,6
2147,3
2148,3
2149,4
2150,3
2151,3
2152,9
2153,7
2154,1
2155,9
2156,7
2157,2
2158,3
2159,8
2160,9
2161,5
2162,8
2163,9
2164,2
2165,8
2166,9
2167,8
2168,3
2169,2
2170,2
2171,4
2172,0
2173,2
2174,6
2175,4
2176,5
2177,8
2178,2
2179,9
2180,6
2181,7
2182,2
2183,9
2184,3
2185,6
2186,8
2187,2
2188,7
2189,9
2190,8
2191,9
2192,4
2193,1
2194,7
2195,2
2196,3
2197,9
2198,1
2199,0
2200,3
2201,0
2202,9
2203,9
2204,9
2205,9
2206,0
2207,4
2208,4
2209,4
2210,4
2211,9
2212,0
2213,1
2214,6
2215,4
2216,3
2217,1
2218,2
2219,8
2220,1
2221,2
2222,6
2223,8
2224,8
2225,4
2226,0
2227,4
2228,2
2229,9
2230,9
2231,5
2232,4
2233,1
2234,4
2235,9
2236,8
2237,8
2238,4
2239,5
2240,6
2241,9
2242,0
2243,7
2244,4
2245,7
2246,3
2247,4
2248,9
2249,4
2250,2
2251,8
2252,0
2253,4
2254,1
2255,8
2256,1
2257,4
2258,4
2259,8
2260,3
2261,1
2262,3
2263,4
2264,5
2265,9
2266,9
2267,8
2268,4
2269,3
2270,3
2271,4
2272,1
2273,4
2274,0
2275,9
2276,5
2277,4
2278,9
2279,9
2280,4
2281,4
2282,8
2283,0
2284,0
2285,9
2286,7
2287,8
2288,1
2289,4
2290,1
2291,4
2292,4
2293,4
2294,8
2295,4
2296,4
2297,0
2298,8
2299,4
2300,5
2301,7
2302,2
2303,8
2304,9
2305,7
2306,9
2307,6
2308,1
2309,3
2310,4
2311,4
2312,7
2313,1
2314,0
2315,9
2316,4
2317,9
2318,3
2319,8
2320,1
2321,9
2322,5
2323,7
2324,8
2325,6
2326,2
2327,9
2328,2
2329,4
2330,3
2331,4
2332,0
2333,9
2334,7
2335,6
2336,8
2337,4
2338,5
2339,3
2340,8
2341,3
2342,3
2343,2
2344,8
2345,8
2346,4
2347,8
2348,8
2349,6
2350,7
2351,4
2352,4
2353,9
2354,5
2355,3
2356,4
2357,9
2358,1
2359,7
2360,4
2361,7
2362,3
2363,4
2364,6
2365,4
2366,0
2367,3
2368,4
2369,5
2370,1
2371,1
2372,9
2373,0
2374,4
2375,9
2376,6
2377,3
2378,8
2379,5
2380,8
2381,4
2382,0
2383,3
2384,4
2385,2
2386,4
2387,2
2388,4
2389,1
2390,7
2391,9
2392,3
2393,9
2394,6
2395,2
2396,0
2397,3
2398,4
2399,0
2400,8
2401,4
2402,1
2403,9
2404,6
2405,9
2406,7
2407,1
2408,9
2409,9
2410,8
2411,8
2412,9
2413,5
2414,2
2415,1
2416,0
2417,1
2418,6
2419,9
2420,4
2421,0
2422,2
2423,1
2424,9
2425,6
2426,0
2427,8
2428,7
2429,8
2430,6
2431,9
2432,9
2433,4
2434,1
2435,4
2436,1
2437,1
2438,6
2439,4
2440,0
2441,1
2442,1
2443,0
2444,7
2445,0
2446,3
2447,9
2448,9
2449,3
2450,8
2451,1
2452,2
2453,8
2454,1
2455,8
2456,5
2457,9
2458,8
2459,4
2460,1
2461,0
2462,4
2463,5
2464,8
2465,8
2466,8
2467,9
2468,0
2469,9
2470,1
2471,7
2472,1
2473,4
2474,2
2475,3
2476,9
2477,1
2478,1
2479,8
2480,3
2481,1
2482,6
2483,7
2484,1
2485,1
2486,5
2487,5
2488,6
2489,6
2490,4
2491,4
2492,9
2493,3
2494,8
2495,6
2496,7
2497,2
2498,9
2499,1
2500,8
2501,8
2502,3
2503,9
2504,5
2505,0
2506,8
2507,8
2508,9
2509,3
2510,0
2511,7
2512,5
2513,8
2514,6
2515,5
2516,3
2517,6
2518,4
2519,4
2520,8
2521,3
2522,0
2523,2
2524,6
2525,4
2526,4
2527,5
2528,9
2529,9
2530,4
2531,9
2532,8
2533,4
2534,1
2535,9
2536,4
2537,8
2538,9
2539,1
2540,0
2541,9
2542,9
2543,2
2544,7
2545,7
2546,3
2547,3
2548,4
2549,1
2550,2
2551,2
2552,3
2553,6
2554,0
2555,0
2556,4
2557,9
2558,5
2559,9
2560,9
2561,6
2562,4
2563,3
2564,8
2565,0
2566,6
2567,5
2568,9
2569,3
2570,6
2571,6
2572,8
2573,8
2574,5
2575,1
2576,4
2577,0
2578,5
2579,1
2580,9
2581,3
2582,2
2583,9
2584,1
2585,4
2586,8
2587,9
2588,9
2589,0
2590,4
2591,5
2592,5
2593,4
2594,1
2595,3
2596,8
2597,8
2598,6
2599,7
2600,9
2601,7
2602,4
2603,5
2604,2
2605,2
2606,9
2607,8
2608,8
2609,9
2610,9
2611,2
2612,0
2613,4
2614,1
2615,3
2616,4
2617,8
2618,8
2619,3
2620,3
2621,9
2622,8
2623,7
2624,4
2625,3
2626,4
2627,7
2628,5
2629,8
2630,0
2631,4
2632,1
2633,4
2634,6
2635,4
2636,4
2637,9
2638,7
2639,5
2640,0
2641,2
2642,3
2643,6
2644,7
2645,7
2646,7
2647,0
2648,4
2649,4
2650,7
2651,9
2652,8
2653,9
2654,8
2655,4
2656,9
2657,8
2658,8
2659,9
2660,8
2661,4
2662,4
2663,6
2664,0
2665,3
2666,2
2667,9
2668,2
2669,4
2670,7
2671,4
2672,4
2673,2
2674,4
2675,4
2676,9
2677,1
2678,8
2679,2
2680,8
2681,1
2682,0
2683,5
2684,1
2685,0
2686,4
2687,1
2688,1
2689,3
2690,2
2691,0
2692,4
2693,4
2694,9
2695,3
2696,9
2697,4
2698,1
2699,4
2700,4
2701,7
2702,2
2703,7
2704,4
2705,6
2706,3
2707,9
2708,3
2709,9
2710,1
2711,2
2712,7
2713,1
2714,8
2715,5
2716,1
2717,5
2718,2
2719,3
2720,4
2721,1
2722,1
2723,2
2724,4
2725,9
2726,9
2727,9
2728,8
2729,3
2730,0
2731,4
2732,7
2733,4
2734,0
2735,8
2736,3
2737,9
2738,9
2739,9
2740,9
2741,2
2742,8
2743,8
2744,2
2745,8
2746,8
2747,9
2748,4
2749,1
2750,4
2751,9
2752,5
2753,1
2754,8
2755,5
2756,9
2757,3
2758,2
2759,5
2760,9
2761,5
2762,2
2763,9
2764,0
2765,1
2766,4
2767,4
2768,9
2769,8
2770,3
2771,3
2772,9
2773,8
2774,4
2775,8
2776,7
2777,1
2778,4
2779,3
2780,4
2781,8
2782,2
2783,8
2784,9
2785,3
2786,1
2787,9
2788,0
2789,4
2790,4
2791,5
2792,1
2793,9
2794,3
2795,8
2796,3
2797,9
2798,9
2799,9
2800,2
2801,2
2802,0
2803,7
2804,7
2805,4
2806,3
2807,4
2808,4
2809,0
2810,9
2811,9
2812,4
2813,3
2814,0
2815,7
2816,1
2817,9
2818,8
2819,4
2820,2
2821,0
2822,9
2823,7
2824,9
2825,1
2826,3
2827,8
2828,4
2829,6
2830,2
2831,9
2832,1
2833,6
2834,7
2835,9
2836,1
2837,7
2838,4
2839,7
2840,1
2841,4
2842,8
2843,8
2844,4
2845,9
2846,4
2847,4
2848,7
2849,7
2850,4
2851,4
2852,7
2853,9
2854,0
2855,2
2856,8
2857,5
2858,1
2859,0
2860,0
2861,7
2862,4
2863,9
2864,9
2865,1
2866,8
2867,8
2868,2
2869,8
2870,1
2871,0
2872,7
2873,1
2874,4
2875,3
2876,6
2877,0
2878,6
2879,3
2880,8
2881,4
2882,0
2883,7
2884,4
2885,2
2886,0
2887,8
2888,9
2889,4
2890,2
2891,7
2892,1
2893,5
2894,8
2895,8
2896,0
2897,9
2898,1
2899,4
2900,3
2901,3
2902,4
2903,3
2904,0
2905,1
2906,5
2907,1
2908,9
2909,2
2910,6
2911,2
2912,8
2913,4
2914,4
2915,5
2916,0
2917,2
2918,4
2919,2
2920,6
2921,7
2922,3
2923,4
2924,0
2925,8
2926,8
2927,9
2928,9
2929,0
2930,9
2931,4
2932,1
2933,7
2934,5
2935,0
2936,4
2937,2
2938,8
2939,8
2940,1
2941,4
2942,9
2943,6
2944,5
2945,8
2946,9
2947,3
2948,0
2949,6
2950,9
2951,0
2952,5
2953,9
2954,6
2955,5
2956,2
2957,1
2958,6
2959,4
2960,0
2961,0
2962,4
2963,3
2964,9
2965,6
2966,0
2967,8
2968,7
2969,7
2970,5
2971,2
2972,0
2973,5
2974,2
2975,0
2976,8
2977,1
2978,7
2979,0
2980,3
2981,7
2982,9
2983,9
2984,8
2985,4
2986,6
2987,9
2988,9
2989,9
2990,2
2991,9
2992,0
2993,4
2994,6
2995,2
2996,1
